,c,g,z,1,9,q,e,k,y,7,d,v,6,”,o,s,4,a,t,l,m,x,0,r,–,8,n,w,i,h,u,3,2,f,j,•,5,’,b,p,“
0,213,138,4,25,1,11,574,35,50,7,232,74,3,1,356,377,1,473,432,246,148,7,26,362,11,5,412,57,403,131,175,5,27,86,15,21,3,1,40,162,1
